0.7878788 0.7272727 0.7272727 0.6666667 0.6666667
0.6666667 0.6666667 0.6060606 0.6060606 0.6060606
0.6060606 0.6060606 0.6060606 0.6060606 0.6060606
0.5757576 0.5757576 0.5757576 0.5757576 0.5757576
0.5454545 0.5454545 0.5151515 0.5151515 0.5151515
0.5151515 0.5151515 0.5151515 0.4848485 0.4848485
0.4848485 0.4848485 0.4545455 0.4545455 0.4545455
0.4545455 0.4545455 0.4545455 0.4545455 0.4545455
